DATE,Australian dollar/Euro (EXR.D.AUD.EUR.SP00.A),Bulgarian lev/Euro (EXR.D.BGN.EUR.SP00.A),Brazilian real/Euro (EXR.D.BRL.EUR.SP00.A),Canadian dollar/Euro (EXR.D.CAD.EUR.SP00.A),Swiss franc/Euro (EXR.D.CHF.EUR.SP00.A),Chinese yuan renminbi/Euro (EXR.D.CNY.EUR.SP00.A),Czech koruna/Euro (EXR.D.CZK.EUR.SP00.A),Danish krone/Euro (EXR.D.DKK.EUR.SP00.A),UK pound sterling/Euro (EXR.D.GBP.EUR.SP00.A),Hong Kong dollar/Euro (EXR.D.HKD.EUR.SP00.A),Croatian kuna/Euro (EXR.D.HRK.EUR.SP00.A),Hungarian forint/Euro (EXR.D.HUF.EUR.SP00.A),Indonesian rupiah/Euro (EXR.D.IDR.EUR.SP00.A),Israeli shekel/Euro (EXR.D.ILS.EUR.SP00.A),Indian rupee/Euro (EXR.D.INR.EUR.SP00.A),Iceland krona/Euro (EXR.D.ISK.EUR.SP00.A),Japanese yen/Euro (EXR.D.JPY.EUR.SP00.A),Korean won (Republic)/Euro (EXR.D.KRW.EUR.SP00.A),Mexican peso/Euro (EXR.D.MXN.EUR.SP00.A),Malaysian ringgit/Euro (EXR.D.MYR.EUR.SP00.A),Norwegian krone/Euro (EXR.D.NOK.EUR.SP00.A),New Zealand dollar/Euro (EXR.D.NZD.EUR.SP00.A),Philippine peso/Euro (EXR.D.PHP.EUR.SP00.A),Polish zloty/Euro (EXR.D.PLN.EUR.SP00.A),Romanian leu/Euro (EXR.D.RON.EUR.SP00.A),Russian rouble/Euro (EXR.D.RUB.EUR.SP00.A),Swedish krona/Euro (EXR.D.SEK.EUR.SP00.A),Singapore dollar/Euro (EXR.D.SGD.EUR.SP00.A),Thai baht/Euro (EXR.D.THB.EUR.SP00.A),Turkish lira/Euro (EXR.D.TRY.EUR.SP00.A),US dollar/Euro (EXR.D.USD.EUR.SP00.A),South African rand/Euro (EXR.D.ZAR.EUR.SP00.A)
2022/12/23,1.5857,1.9558,5.4834,1.4433,0.9867,7.4198,24.247,7.4364,0.8803,8.2878,7.537,400.68,16569.18,3.704,87.958,152.3,140.86,1359.5,20.7115,4.7002,10.4448,1.6887,58.623,4.6423,4.9056,,11.1045,1.4337,36.842,19.843,1.0622,18.1048
2022/12/22,1.5804,1.9558,5.5386,1.4484,0.9852,7.4229,24.215,7.4367,0.88243,8.2883,7.538,402.13,16525.91,3.6942,88.0365,153.3,140.42,1361.75,20.8485,4.7051,10.4123,1.6918,58.705,4.6443,4.8993,,11.05,1.4356,36.849,19.8553,1.0633,18.2238
2022/12/21,1.5859,1.9558,5.4913,1.4475,0.9836,7.4219,24.218,7.438,0.87651,8.2902,7.5419,402.93,16573.77,3.6989,88.109,152.1,140.29,1367.63,20.9919,4.7197,10.4309,1.685,58.556,4.6665,4.8937,,11.0623,1.4366,36.907,19.8541,1.0636,18.3529
2022/12/20,1.5972,1.9558,5.6234,1.4451,0.9854,7.39,24.181,7.4388,0.8753,8.2488,7.5471,403.88,16537.09,3.6759,87.6649,151.5,140.58,1363.73,20.9355,4.6991,10.5098,1.6816,58.549,4.6757,4.9125,,11.0615,1.4347,36.853,19.7744,1.0599,18.4239
2022/12/19,1.5794,1.9558,5.6327,1.4472,0.9884,7.3901,24.233,7.4382,0.87118,8.2428,7.5395,403.18,16506.72,3.6551,87.5321,151.9,144.65,1377.17,20.9743,4.6912,10.5025,1.6632,58.649,4.6853,4.9107,,11.0063,1.4378,36.923,19.7676,1.0598,18.3074
2022/12/16,1.5866,1.9558,5.6233,1.4506,0.9879,7.4037,24.262,7.4379,0.87233,8.2632,7.5385,407.1,16575.47,3.6689,87.824,150.1,145.53,1389.7,21.0634,4.6984,10.4833,1.6687,58.967,4.6925,4.9213,,11.0153,1.4413,37.145,19.8039,1.0619,18.6708
2022/12/15,1.5695,1.9558,5.6247,1.4443,0.9862,7.4007,24.27,7.4387,0.86194,8.2551,7.5395,406.4,16591.4,3.6388,87.9355,150.9,145.07,1393.97,20.9431,4.6918,10.4013,1.6628,59.297,4.689,4.922,,10.898,1.4406,37.12,19.806,1.0621,18.3599
2022/12/14,1.551,1.9558,5.6842,1.4441,0.9865,7.4009,24.276,7.4392,0.86118,8.2751,7.538,406.63,16599.51,3.6327,87.8435,150.9,143.68,1379.99,20.8635,4.6765,10.362,1.6508,59.326,4.681,4.9248,,10.8638,1.4349,36.851,19.8579,1.0649,18.2563
2022/12/13,1.5553,1.9558,5.5784,1.4341,0.9869,7.3637,24.287,7.4391,0.85753,8.2033,7.5495,409.65,16521.81,3.6266,87.2965,151.1,144.85,1378.75,20.9435,4.6704,10.4679,1.6464,58.852,4.6938,4.9298,,10.8965,1.4288,36.707,19.6649,1.0545,18.6855
2022/12/12,1.5625,1.9558,5.556,1.4428,0.9855,7.367,24.307,7.4379,0.86006,8.2103,7.554,416.78,16524.63,3.6232,87.253,150.7,144.86,1377.93,20.9047,4.6652,10.5548,1.6523,58.788,4.6923,4.9318,,10.9075,1.4284,36.708,19.6913,1.0562,18.4697
2022/12/9,1.5553,1.9558,5.5457,1.438,0.9856,7.3475,24.293,7.4379,0.8595,8.2169,7.555,417.53,16453.46,3.6128,86.9535,149.5,143.3,1373.94,20.849,4.6512,10.5345,1.6482,58.47,4.6869,4.9224,,10.9188,1.426,36.656,19.6872,1.0559,18.2358
2022/12/8,1.559,1.9558,5.488,1.4307,0.9889,7.3324,24.324,7.4382,0.86258,8.1889,7.5553,417.66,16423.92,3.6206,86.6755,149.5,143.75,1387.06,20.6989,4.6257,10.488,1.6547,58.233,4.6853,4.9131,,10.906,1.4256,36.559,19.6114,1.0519,18.0225
2022/12/7,1.5728,1.9558,5.5023,1.4387,0.9893,7.3476,24.322,7.4382,0.86408,8.1997,7.5525,410.63,16465.17,3.626,86.692,148.7,144.44,1390.87,20.7534,4.6301,10.5255,1.6573,58.432,4.7003,4.918,,10.919,1.4286,36.904,19.6256,1.0529,18.1353
2022/12/6,1.5625,1.9558,5.5113,1.4326,0.9872,7.3494,24.316,7.438,0.8617,8.1813,7.5563,415.08,16441.49,3.5831,86.6485,148.9,143.33,1386.39,20.6884,4.6223,10.4408,1.6583,58.782,4.6975,4.913,,10.889,1.4263,36.827,19.601,1.0516,18.2068
2022/12/5,1.5542,1.9558,5.5491,1.4198,0.9893,7.3573,24.351,7.4369,0.86085,8.2236,7.551,412.13,16332.36,3.5856,86.5249,148.9,143.07,1370.87,20.7295,4.6255,10.3366,1.6498,59.245,4.695,4.9215,,10.8931,1.4271,36.732,19.7326,1.0587,18.2038
2022/12/2,1.5457,1.9558,5.4657,1.416,0.9834,7.3971,24.377,7.4373,0.85855,8.2035,7.5503,410,16179.78,3.5769,85.6435,148.7,141.32,1366.67,20.187,4.6241,10.2615,1.6453,58.734,4.684,4.9298,,10.902,1.4227,36.614,19.6392,1.0538,18.2749
2022/12/1,1.5377,1.9558,5.4508,1.4059,0.9868,7.3965,24.361,7.4373,0.85715,8.1371,7.55,413.5,16160.84,3.5642,84.933,148.7,142.48,1363.81,20.1472,4.605,10.2495,1.6446,58.793,4.6998,4.9303,,10.8984,1.4195,36.526,19.4778,1.0454,18.5393
2022/11/30,1.5425,1.9558,5.5063,1.4021,0.9854,7.3437,24.338,7.4366,0.86488,8.0944,7.549,408.4,16271.81,3.5691,84.4215,147.1,144.28,1365.14,20.0111,4.6147,10.2648,1.6634,58.697,4.6635,4.9245,,10.9345,1.418,36.588,19.3333,1.0376,17.5768
2022/11/29,1.5414,1.9558,5.5126,1.4005,0.9862,7.4289,24.334,7.4367,0.86218,8.0965,7.55,406.5,16301.58,3.5581,84.6548,147.1,143.36,1375.7,19.8075,4.6735,10.3313,1.6639,58.64,4.673,4.9193,,10.901,1.4237,36.706,19.3181,1.0366,17.6027
2022/11/28,1.5632,1.9558,5.6354,1.4062,0.9872,7.5326,24.348,7.4367,0.86606,8.1782,7.5488,408.87,16440.45,3.6002,85.437,146.7,144.9,1396.56,20.22,4.6874,10.364,1.6827,59.21,4.6938,4.9246,,10.8973,1.4375,37.285,19.4844,1.0463,17.9376
2022/11/25,1.5404,1.9558,5.5476,1.3864,0.9836,7.4425,24.367,7.4365,0.85885,8.1084,7.5473,411.33,16282.44,3.5551,84.7145,146.5,144.62,1383.2,20.1069,4.648,10.2985,1.6651,58.795,4.6875,4.9255,,10.8183,1.4277,37.153,19.3333,1.0375,17.7677
2022/11/24,1.5414,1.9558,5.5504,1.3894,0.9818,7.4442,24.392,7.4369,0.85933,8.1324,7.547,413.33,16295.35,3.5607,85.0295,146.5,143.9,1382.28,20.1501,4.6806,10.3435,1.6598,58.992,4.6958,4.9205,,10.8573,1.4319,37.258,19.3969,1.0413,17.7246
2022/11/23,1.5522,1.9558,5.565,1.3856,0.9795,7.3982,24.356,7.437,0.86369,8.0708,7.5435,405.75,16189.81,3.5681,84.466,146.7,145.75,1397.42,20.001,4.7237,10.3659,1.6718,58.914,4.7033,4.937,,10.8933,1.4295,37.423,19.2316,1.0325,17.7103
2022/11/22,1.5473,1.9558,5.4578,1.3765,0.9791,7.3344,24.351,7.4377,0.86358,8.0313,7.5438,408.23,16106.79,3.5615,83.8768,145.7,145.2,1392.68,20.0951,4.7055,10.4445,1.6707,58.942,4.7125,4.9269,,10.9653,1.4167,37.11,19.1221,1.0274,17.7568
2022/11/21,1.5471,1.9558,5.4401,1.377,0.9817,7.3419,24.356,7.4377,0.86793,7.9989,7.5425,409.43,16116.76,3.5515,83.7375,147.9,145.33,1395,19.9357,4.6927,10.4898,1.6766,58.822,4.7075,4.9413,,10.9873,1.4162,37.121,19.0822,1.0246,17.7858
2022/11/18,1.5433,1.9558,5.547,1.3841,0.9881,7.379,24.351,7.4385,0.87063,8.1092,7.5415,407.41,16224.36,3.591,84.6875,148.9,145.12,1389.02,20.162,4.7202,10.486,1.6757,59.41,4.7033,4.9413,,10.9805,1.4229,37.069,19.3009,1.0366,17.908
2022/11/17,1.5526,1.9558,5.6535,1.382,0.9818,7.3859,24.399,7.4383,0.87475,8.077,7.541,415.6,16224.01,3.5796,84.394,148.9,144.8,1394.06,20.062,4.7122,10.498,1.6986,59.293,4.7153,4.9254,,10.9871,1.4221,37.123,19.2124,1.0319,18.0961
2022/11/16,1.54,1.9558,5.5438,1.3801,0.9795,7.372,24.355,7.4386,0.87483,8.1444,7.5443,408.18,16248.37,3.5684,84.5905,148.9,145.29,1378.1,20.1227,4.7323,10.3675,1.6897,59.678,4.7065,4.9206,,10.8754,1.425,37.103,19.3783,1.0412,18.0195
2022/11/15,1.5415,1.9558,5.548,1.3816,0.979,7.3299,24.326,7.4388,0.87455,8.143,7.5459,405.45,16164.78,3.5694,84.1304,149.9,144.84,1365.61,20.0795,4.7208,10.357,1.6897,59.532,4.7073,4.9116,,10.8081,1.4238,36.939,19.3608,1.0404,17.8822
2022/11/14,1.5427,1.9558,5.4605,1.3706,0.9751,7.2906,24.289,7.4382,0.87513,8.0852,7.5465,407.28,16052.12,3.541,83.7779,150.3,144.86,1369.32,20.0985,4.7429,10.3143,1.6957,59.04,4.6898,4.9043,,10.7713,1.4177,36.978,19.1923,1.0319,17.8393
2022/11/11,1.5459,1.9558,5.5147,1.3698,0.9844,7.3267,24.278,7.4384,0.87538,8.0758,7.5445,402.08,15979.45,3.5255,83.2253,148.7,143.89,1359.2,20.0239,4.77,10.2635,1.702,59.106,4.6765,4.894,,10.7241,1.4199,37.088,19.0987,1.0308,17.7944
2022/11/10,1.5525,1.9558,5.286,1.3467,0.9834,7.2184,24.361,7.4381,0.87298,7.8128,7.5427,400.95,15615.6,3.5453,81.3058,147.5,145.47,1373.96,19.4562,4.6789,10.3615,1.6984,57.793,4.706,4.8913,,10.8743,1.3963,36.7,18.51,0.9954,17.6882
2022/11/9,1.5538,1.9558,5.1947,1.3501,0.988,7.2813,24.337,7.4382,0.87774,7.8801,7.5425,403.53,15717.07,3.5621,81.6575,146.7,146.82,1369.73,19.6554,4.7098,10.322,1.7033,58.236,4.701,4.9045,,10.845,1.4061,36.999,18.6728,1.0039,17.877
2022/11/8,1.5435,1.9558,5.203,1.3489,0.9911,7.2495,24.326,7.4378,0.87378,7.8468,7.539,400.75,15652.76,3.5436,81.518,146.3,146.25,1377.94,19.4495,4.7346,10.2795,1.686,58.187,4.6918,4.8978,,10.8373,1.4022,37.22,18.5991,0.9996,17.8397
2022/11/7,1.5428,1.9558,5.07,1.3464,0.9874,7.2189,24.301,7.4393,0.87135,7.8444,7.5375,401.03,15648.95,3.5402,81.8407,145.9,146.18,1391.25,19.4395,4.7362,10.2555,1.6834,58.361,4.6865,4.8855,,10.832,1.4022,37.284,18.5875,0.9993,17.7583
2022/11/4,1.5311,1.9558,4.9682,1.3351,0.9863,7.0894,24.422,7.4419,0.87478,7.7493,7.5353,401.15,15491.81,3.5065,81.02,145.5,145.19,1397.7,19.2611,4.6872,10.2019,1.6769,57.672,4.6825,4.8893,,10.8538,1.3891,36.906,18.3845,0.9872,17.7983
2022/11/3,1.5517,1.9558,5.0262,1.3452,0.9889,7.1367,24.539,7.4433,0.87228,7.656,7.5375,407.87,15400.2,3.4847,80.8845,144.9,144.58,1391.75,19.2363,4.6271,10.3543,1.6957,57.463,4.709,4.9013,,10.932,1.3878,37.091,18.1602,0.9753,18.0173
2022/11/2,1.5426,1.9558,5.0964,1.347,0.9861,7.2156,24.506,7.4431,0.861,7.7774,7.5335,407,15492.57,3.4987,81.992,143.7,145.75,1402.01,19.4921,4.6944,10.2388,1.6844,57.841,4.7035,4.912,,10.9065,1.3983,37.314,18.4488,0.9908,17.9608
2022/11/1,1.5409,1.9558,5.1337,1.3469,0.9878,7.2165,24.484,7.4438,0.86058,7.8079,7.5342,406.9,15534.6,3.4922,82.084,143.3,146.35,1404.63,19.5984,4.7119,10.1835,1.6876,57.786,4.7053,4.9138,,10.874,1.4017,37.45,18.5216,0.9947,17.9802
2022/10/31,1.5529,1.9558,5.2694,1.3553,0.9925,7.238,24.488,7.4444,0.86115,7.7822,7.531,409.65,15489.55,3.4933,82.1035,143.3,147.4,1416.12,19.7122,4.6873,10.3028,1.7099,57.8,4.7085,4.9143,,10.901,1.4038,37.748,18.4562,0.9914,18.1736
2022/10/28,1.5511,1.9558,5.327,1.3542,0.992,7.2159,24.465,7.4423,0.8612,7.8107,7.532,411.7,15481.88,3.5215,82.0565,143.3,146.79,1417.7,19.7718,4.6994,10.2695,1.7151,57.739,4.7275,4.9189,,10.9403,1.4055,37.724,18.5219,0.9951,18.053
2022/10/27,1.561,1.9558,5.3889,1.3672,0.9949,7.2552,24.53,7.4387,0.86745,7.8782,7.533,412.15,15629.06,3.5376,82.656,143.1,147.37,1428.57,20.015,4.7324,10.342,1.7316,58.441,4.7585,4.8893,,10.9583,1.4154,37.975,18.681,1.0037,18.1521
2022/10/26,1.5466,1.9558,5.2944,1.3568,0.9917,7.1948,24.535,7.4381,0.86603,7.8678,7.532,408.09,15589.27,3.5145,82.206,143.5,147.32,1422.11,19.8501,4.7262,10.3408,1.7249,58.493,4.7548,4.8806,,10.953,1.4104,37.862,18.6461,1.0023,18.0212
2022/10/25,1.5599,1.9558,5.2254,1.3537,0.9888,7.2072,24.472,7.4387,0.87143,7.7407,7.5315,413.7,15407.12,3.506,81.653,142.9,146.84,1417.5,19.6353,4.6697,10.391,1.7321,57.988,4.777,4.9036,,10.9728,1.405,37.758,18.3508,0.9861,18.2211
2022/10/24,1.5631,1.9558,5.1461,1.3502,0.9856,7.1544,24.482,7.4385,0.8707,7.7329,7.5337,411.88,15362.63,3.4997,81.5451,142.5,146.76,1418.4,19.6514,4.6674,10.392,1.7343,58.021,4.7908,4.9128,,11.0795,1.4008,37.6,18.3298,0.9851,18.0625
2022/10/21,1.5646,1.9558,5.1117,1.3465,0.9855,7.0504,24.511,7.4382,0.87728,7.6376,7.5325,412.88,15199.12,3.4803,80.739,141.1,147.59,1404.32,19.5521,4.6101,10.4315,1.7347,57.287,4.7885,4.9125,,11.0868,1.3917,37.349,18.0988,0.973,18.0021
2022/10/20,1.5554,1.9558,5.1387,1.3461,0.9836,7.0858,24.525,7.4389,0.87258,7.7008,7.5353,411.2,15250.05,3.4754,81.1755,141.1,146.99,1400.3,19.7005,4.6396,10.402,1.7206,57.742,4.7728,4.9203,,10.982,1.3959,37.36,18.2257,0.9811,17.9106
2022/10/19,1.5568,1.9558,5.1755,1.3479,0.981,7.0672,24.563,7.439,0.86993,7.6757,7.5325,413.78,15185.1,3.4628,81.1955,141.1,146.34,1398.35,19.6845,4.6152,10.3823,1.7264,57.741,4.7878,4.9248,,10.9448,1.3931,37.469,18.1793,0.9778,17.8339
2022/10/18,1.5557,1.9558,5.1795,1.3495,0.9792,7.0805,24.593,7.4393,0.86928,7.72,7.5298,413.08,15214.98,3.464,80.9195,141.5,146.65,1400.92,19.664,4.6382,10.3528,1.7251,57.897,4.804,4.9359,,10.906,1.3963,37.422,18.2813,0.9835,17.7904
2022/10/17,1.5599,1.9558,5.1497,1.3452,0.9762,7.013,24.562,7.4379,0.8625,7.6448,7.5265,418.3,15061.8,3.4486,80.128,140.9,145,1399.41,19.5,4.5934,10.342,1.7404,57.433,4.8143,4.937,,10.9893,1.3896,37.169,18.1043,0.9739,17.6769
2022/10/14,1.5493,1.9558,5.1177,1.3426,0.9757,6.9952,24.587,7.4378,0.86823,7.6278,7.5266,418.24,15031.5,3.444,79.9695,140.5,143.63,1398.5,19.5032,4.5689,10.3323,1.7302,57.375,4.8328,4.9335,,11.0035,1.3852,37.109,18.0614,0.9717,17.6932
2022/10/13,1.5495,1.9558,5.1214,1.3443,0.9725,6.9945,24.569,7.4385,0.86513,7.644,7.531,430.65,14952.86,3.4731,79.9981,140.5,142.94,1392.71,19.4442,4.5691,10.3525,1.7314,57.352,4.8303,4.9355,,11.0098,1.3949,36.843,18.1041,0.9739,17.8173
2022/10/12,1.5525,1.9558,5.1378,1.3395,0.9664,6.9603,24.561,7.4399,0.8784,7.6192,7.529,429.65,14907.04,3.4623,79.8955,140.1,142.34,1384.66,19.4522,4.5448,10.4145,1.7372,57.148,4.8495,4.94,,11.02,1.3941,36.902,18.0427,0.9706,17.6876
2022/10/11,1.545,1.9558,5.0456,1.3402,0.9675,6.9669,24.535,7.439,0.87703,7.6325,7.5293,428.73,14930.83,3.4776,79.9555,140.7,141.54,1392.84,19.4115,4.5436,10.4235,1.7323,57.243,4.869,4.9394,,11.0015,1.3967,37.03,18.0686,0.9723,17.6153
2022/10/10,1.536,1.9558,5.0328,1.3312,0.968,6.9344,24.521,7.4384,0.8773,7.612,7.528,428.2,14872.51,3.4463,79.9678,139.9,141.16,1384.26,19.3588,4.5091,10.3378,1.7369,57.197,4.8655,4.94,,10.9502,1.3939,36.81,18.0131,0.9697,17.5866
2022/10/7,1.5266,1.9558,5.1075,1.3437,0.97,6.9715,24.517,7.4381,0.87383,7.6906,7.527,423.85,14933.14,3.4477,80.546,140.7,141.92,1381.42,19.643,4.5556,10.4498,1.7328,57.747,4.8595,4.9415,,10.8555,1.3996,36.602,18.209,0.9797,17.6222
2022/10/6,1.5263,1.9558,5.1185,1.3475,0.9709,7.0164,24.479,7.439,0.87583,7.74,7.5288,422.59,15021.24,3.4846,81.0615,139.9,142.68,1388.39,19.817,4.5726,10.4278,1.728,57.949,4.8505,4.9364,,10.8728,1.4057,36.827,18.3191,0.986,17.5769
2022/10/5,1.538,1.9558,5.1575,1.3493,0.9756,7.0555,24.524,7.4388,0.8734,7.7831,7.5255,423.6,15061.81,3.503,80.909,141.3,143.18,1406.71,19.8625,4.5911,10.4858,1.7419,58.212,4.791,4.9385,,10.8376,1.4124,37.102,18.4201,0.9915,17.6228
2022/10/4,1.5318,1.9558,5.0589,1.3503,0.9767,7.0384,24.544,7.4374,0.87273,7.7644,7.523,417.68,15080.18,3.4885,80.6995,141.9,143.3,1412.2,19.777,4.5939,10.4915,1.7368,58.104,4.8193,4.9418,,10.8166,1.4148,37.16,18.3374,0.9891,17.5437
2022/10/3,1.5128,1.9558,5.178,1.3412,0.9658,6.9481,24.527,7.4366,0.8707,7.6647,7.5275,424.86,14969.79,3.498,79.898,141.7,141.49,1408.25,19.604,4.5383,10.5655,1.7263,57.599,4.832,4.9479,,10.8743,1.4015,37.181,18.124,0.9764,17.5871
2022/9/30,1.5076,1.9558,5.2584,1.3401,0.9561,6.9368,24.549,7.4365,0.883,7.6521,7.524,422.18,14863.26,3.4759,79.425,140.9,141.01,1400.69,19.6393,4.5201,10.5838,1.7177,57.276,4.8483,4.949,,10.8993,1.4001,36.823,18.0841,0.9748,17.5353
2022/9/29,1.4982,1.9558,5.2521,1.3294,0.9538,6.9223,24.687,7.4365,0.89485,7.6192,7.528,421.93,14735.97,3.4422,79.314,140.1,140.46,1388.34,19.5779,4.4992,10.4518,1.704,56.86,4.857,4.9481,,10.958,1.3961,36.946,18,0.9706,17.4466
2022/9/28,1.4924,1.9558,5.1728,1.3157,0.9437,6.9199,24.65,7.4368,0.90268,7.5084,7.5313,411.72,14622.96,3.3931,78.2655,139.7,138.39,1378.84,19.5294,4.4281,10.4576,1.6998,56.528,4.8043,4.9485,,10.9194,1.3846,36.687,17.7311,0.9565,17.2916
2022/9/27,1.4859,1.9558,5.1235,1.3196,0.9503,6.9156,24.661,7.4366,0.89275,7.5704,7.528,406.65,14604.52,3.3714,78.574,139.3,139.28,1370.06,19.5832,4.4466,10.3473,1.6921,56.933,4.764,4.9444,,10.8533,1.3838,36.565,17.824,0.9644,17.2361
2022/9/26,1.4858,1.9558,5.1504,1.3195,0.9555,6.9075,24.64,7.4365,0.89404,7.572,7.5278,408.83,14620.74,3.4069,78.704,138.9,139.07,1379.4,19.6066,4.4401,10.3585,1.6886,56.908,4.7608,4.9418,,10.9275,1.3842,36.496,17.8001,0.9646,17.4247
2022/9/23,1.4828,1.9558,5.0456,1.3177,0.9565,6.9442,24.658,7.4365,0.88201,7.6567,7.5228,406.3,14697.3,3.4152,79.0705,139.9,139.43,1381.97,19.5708,4.4659,10.2335,1.6846,57.217,4.7543,4.9433,,10.9328,1.3897,36.636,17.9515,0.9754,17.3853
2022/9/22,1.484,1.9558,5.0677,1.3278,0.9684,6.9804,24.657,7.4365,0.87256,7.7583,7.5235,405.25,14824.28,3.4216,79.897,139.9,139.18,1384.79,19.6129,4.514,10.235,1.6832,57.721,4.7592,4.9411,,10.8724,1.3998,36.803,18.1559,0.9884,17.3514
2022/9/21,1.4851,1.9558,5.0924,1.3262,0.9549,6.9821,24.637,7.4364,0.87335,7.7761,7.5205,405.1,14866.28,3.4298,79.1555,140.3,142.66,1381.38,19.7847,4.5097,10.2858,1.6844,57.285,4.7505,4.9443,,10.9214,1.4006,36.786,18.149,0.9906,17.4879
2022/9/20,1.4893,1.9558,5.2139,1.3268,0.9644,7.003,24.556,7.4368,0.87395,7.8382,7.5198,398.58,14997.82,3.4406,79.6095,140.9,143.34,1390.71,19.9667,4.5516,10.273,1.6908,57.497,4.7208,4.934,,10.8338,1.4074,36.968,18.2833,0.9986,17.7261
2022/9/19,1.495,1.9558,5.2886,1.3294,0.9658,7.0066,24.494,7.4373,0.87785,7.8416,7.5215,400.85,14975.43,3.446,79.653,139.9,143.42,1391.82,20.113,4.5455,10.2826,1.6807,57.347,4.7058,4.93,,10.7993,1.4082,36.983,18.2738,0.999,17.7267
2022/9/16,1.4894,1.9558,5.2279,1.3226,0.9579,6.9787,24.497,7.4366,0.874,7.8133,7.5235,403.98,14904.67,3.4267,79.3605,138.3,142.53,1383.58,20.0028,4.5141,10.1985,1.6717,57.111,4.7143,4.9238,,10.7541,1.4025,36.8,18.1923,0.9954,17.6004
2022/9/15,1.4853,1.9558,5.1837,1.3172,0.9572,6.9852,24.518,7.4366,0.86934,7.8423,7.5258,407.15,14925.35,3.4384,79.7119,138.7,143.43,1397.18,20.0021,4.5314,10.1203,1.6689,57.258,4.7273,4.9238,,10.69,1.4062,36.816,18.2477,0.9992,17.5283
2022/9/14,1.4873,1.9558,5.1827,1.3177,0.9612,6.955,24.527,7.4366,0.86498,7.8405,7.5195,402.9,14903.93,3.4339,79.422,139.7,143.08,1391.97,20.028,4.5225,10.1125,1.6675,57.054,4.7163,4.9297,,10.675,1.4039,36.608,18.2397,0.999,17.4342
2022/9/13,1.4736,1.9558,5.1764,1.32,0.9669,7.0467,24.551,7.4366,0.86793,7.9855,7.5255,396.83,15099.17,3.4125,80.5453,140.1,144.5,1397.3,20.1615,4.5869,9.9988,1.6555,57.665,4.705,4.921,,10.6108,1.4186,36.859,18.564,1.0175,17.3112
2022/9/12,1.4749,1.9558,5.1933,1.3194,0.9667,7.0348,24.546,7.4365,0.86778,7.9709,7.5195,395.73,15083.83,3.4346,80.692,140.9,144.49,1397.58,20.1025,4.5733,9.9718,1.6499,57.701,4.6965,4.9135,,10.6368,1.4168,36.873,18.5232,1.0155,17.322
2022/9/9,1.4704,1.9558,5.2087,1.307,0.9657,6.9543,24.536,7.4365,0.8686,7.8871,7.5245,396.3,14905.33,3.4416,79.9685,140.9,143.3,1384.64,19.991,4.52,9.9836,1.6463,57.098,4.721,4.9019,,10.6643,1.4063,36.508,18.3282,1.0049,17.3753
2022/9/8,1.4824,1.9558,5.2042,1.3134,0.9739,6.9564,24.543,7.4365,0.86656,7.8568,7.515,395.48,14891.86,3.429,79.7375,140.3,143.65,1381.7,20.013,4.5051,10.0615,1.6491,57.031,4.7155,4.8756,,10.7075,1.4054,36.418,18.2546,1.0009,17.3797
2022/9/7,1.4748,1.9558,5.1881,1.3037,0.975,6.8968,24.631,7.4365,0.8651,7.7596,7.5143,401.83,14779.47,3.4053,79.028,141.3,143.2,1374.44,19.9225,4.4497,9.9483,1.6459,56.532,4.729,4.8585,,10.6888,1.3931,36.322,18.0262,0.9885,17.2582
2022/9/6,1.4651,1.9558,5.13,1.3029,0.9745,6.9091,24.55,7.4365,0.85743,7.7932,7.5133,402.65,14783.94,3.39,79.2305,141.9,140.91,1366.65,19.8545,4.4676,9.8945,1.6313,56.655,4.7068,4.8424,,10.6825,1.3947,36.242,18.0938,0.9928,17.0805
2022/9/5,1.4616,1.9558,5.1407,1.3043,0.9747,6.8768,24.622,7.4364,0.86358,7.7867,7.5173,403.9,14782.83,3.3826,79.2332,142.7,139.47,1359.98,19.8192,4.4563,9.9188,1.6289,56.477,4.736,4.8198,,10.729,1.3932,36.263,18.0792,0.992,17.088
2022/9/2,1.4671,1.9558,5.2153,1.3131,0.9839,6.9031,24.481,7.437,0.86478,7.8439,7.5225,398.38,14895.92,3.396,79.8096,141.5,140.36,1360.84,20.1024,4.4809,10.0035,1.6394,56.854,4.7063,4.8335,,10.7498,1.4013,36.624,18.2072,0.9993,17.2791
2022/9/1,1.4651,1.9558,5.2239,1.3169,0.9802,6.9017,24.488,7.4372,0.86473,7.8511,7.521,399.58,14878,3.3644,79.6195,141.7,139.34,1353.69,20.1954,4.4828,10.013,1.6389,56.609,4.7128,4.8447,,10.7415,1.4002,36.71,18.2149,1.0004,17.1524
2022/8/31,1.4591,1.9558,5.1482,1.3111,0.9796,6.8947,24.55,7.4371,0.86035,7.8488,7.5148,402.8,14849.93,3.3399,79.5465,141.7,138.72,1342.79,20.2044,4.4755,9.9388,1.6322,56.153,4.7283,4.8595,,10.6788,1.3969,36.45,18.1849,1,17.0667
2022/8/30,1.4472,1.9558,5.0286,1.3047,0.9741,6.9233,24.577,7.4376,0.85645,7.8751,7.5103,406.38,14875,3.3168,79.8025,142.1,138.71,1350.92,20.0077,4.4907,9.7553,1.6245,56.393,4.7323,4.8657,,10.65,1.3997,36.494,18.239,1.0034,16.8567
